Roll Call Number,Summary,Hot Button Status,Bill Text,Votes
Roll Call 26,"HB 195 aims to amend the procedures surrounding the termination of parental rights in Georgia by changing the time frames for hearings and orders related to such petitions. The bill also includes legislative findings, an effective date, and provisions to repeal conflicting laws.",potential hot button issue,"HB 195. By Representatives Fleming of the 117th, Setzler of the 35th, Burmeister of the 119th, Freeman of the 140th, Loudermilk of the 14th and others: A BILL to be entitled an Act to amend Article 2 of Chapter 11 of Title 15 of the Official Code of Georgia Annotated, relating to termination of parental rights, so as to change provisions relating to the time frame for hearings and orders on petitions to terminate parental rights; to provide for legislative findings; to provide an effective date; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Douglas of the 17th. The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter E Chance N Chapman Y Douglas Y Fort Y Goggans Y Golden Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Johnson (PRS) Y Jones E Kemp E Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers N Schaefer E Seabaugh Y Seay Shafer,D Smith Y Starr Y Staton Y Stephens E Stoner Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S Tolleson Y Unterman Y Walker Y Weber Y Whitehead Y Wiles N Williams Y Zamarripa"
Roll Call 28,"SB 43 aims to create the Georgia HERO Scholarship, which will provide financial assistance to the children of reservists. The bill outlines definitions, application procedures, and regulations for administering the scholarship.",potential hot button issue,"SB 43. By Senators Wiles of the 37th and Douglas of the 17th: A BILL to be entitled an Act to amend Part 3 of Article 7 of Chapter 3 of Title 20 of the Official Code of Georgia Annotated, relating to the Georgia Student Finance Authority, so as to establish the Georgia HERO (Helping Educate Reservist Offspring) Scholarship; to provide for definitions; to provide for scholarship grants; to provide for application procedures; to provide for rules and regulations; to provide for related matters; to provide an effective date; to repeal conflicting laws; and for other purposes. The House amendment was as follows: Representatives O’Neal of the 146th et al. move to amend","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas N Fort Y Goggans E Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Johnson (PRS) Y Jones Y Kemp E Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith Y Starr Y Staton E Stephens E Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 31,"HB 282 proposes amendments to Georgia's income tax regulations, specifically allowing deductions for certain purchases classified as expenses under federal law for both individuals and corporations. The bill aims to clarify the computation of taxable net income by providing these deductions and includes provisions for an effective date and resolving conflicting laws.",potential hot button issue,"HB 282. By Representatives Roberts of the 154th, Golick of the 34th, Smith of the 129th, Maddox of the 172nd, Davis of the 109th and others: A BILL to be entitled an Act to amend Article 2 of Chapter 7 of Title 48 of the Official Code of Georgia Annotated, relating to imposition, rate, computation, and exemptions regarding income taxes, so as to provide deductions in determining individual and corporate taxable net income for certain purchases which may be treated as expenses under federal law; to provide for an effective date and applicability; to repeal conflicting laws; and for other purposes. The Speaker has appointed on the part of the House, Representatives Roberts of the 154th, Golick of the 34th and O'Neal of the 146th. The following bill was taken up to consider House action thereto:","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Smith E Starr Y Staton Stephens Y Stoner Y Tate Y Thomas,D N Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa E Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson Y Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed E Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D"
Roll Call 34,"HB 170, known as the ""Criminal Justice Act of 2005,"" aims to significantly revise Georgia's laws concerning criminal trials and appeals by allowing the state to appeal certain court decisions and ensuring equal peremptory challenges for both the state and the accused. The bill also introduces changes to jury sizes, jury argument procedures, and the admission of evidence related to witness credibility.",potential hot button issue,"HB 170. By Representatives Golick of the 34th, Roberts of the 154th, Ralston of the 7th, Mumford of the 95th, Miller of the 106th and others: A BILL to be entitled an Act to enact the ""Criminal Justice Act of 2005"" so as to substantially revise the laws of this state relating to the conduct of criminal trials and appeals in criminal cases; to provide for a short title; to amend Chapter 7 of Title 5 of the Official Code of Georgia Annotated, relating to appeal or certiorari by the state in criminal cases, so as to provide that the state may appeal from an order, decision, or judgment of a superior court granting a motion for new trial or denying a motion by the state to recuse or disqualify a judge; to amend Article 5 of Chapter 12 of Title 15 of the Official Code of Georgia Annotated, relating to trial juries, so as to provide the state and the 182 2254 accused with the same number of peremptory challenges in misdemeanor, felony, and death penalty cases and in challenging alternate jurors; to provide the manner in which peremptory challenges are made; to change the size of the jury panel in felony and death penalty cases; to provide the manner in which the number of alternative jurors is determined; to amend Title 17 of the Official Code of Georgia Annotated, relating to criminal procedure, so as to provide the state with an equal number of additional peremptory challenges in trials for jointly indicted defendants; to provide that the prosecuting attorney shall always conclude the argument to the jury; to change the provision relating to notice and argument in presentence hearings; to provide that provisions relating to discovery apply to sentencing proceedings; to amend Title 24 of the Official Code of Georgia Annotated, relating to evidence, so as to change the provisions relating to the impeachment of witnesses; to provide for the admission of evidence of character of a witness; to provide for the impeachment of witnesses through evidence of conviction of a crime; to provide for the admission of specific instances of conduct by a witness; to provide for other matters relative to the foregoing; to provide for an effective date; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Hamrick of the 30th. The Senate Judiciary Committee offered the following substitute to","Y Adelman Y Balfour N Brown Y Bulloch N Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas E Fort Y Goggans Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens E Johnson Y Jones Y Kemp Y Me V Bremen E Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton E Stephens E Stoner Y Tate Y Thomas,D N Thomas,R Y Thompson,C E Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 35,HB 487 aims to amend Georgia's tax code by changing the exemption status for sales and use tax on electricity used for irrigation of farm crops. The bill also includes provisions to repeal any conflicting laws.,potential hot button issue,"HB 487. By Representatives Roberts of the 154th, McCall of the 30th, Floyd of the 147th, Royal of the 171st, Ray of the 136th and others: A BILL to be entitled an Act to amend Code Section 48-8-3 of the Official Code of Georgia Annotated, relating to exemptions from state sales and use tax, so as to change the exemption regarding electricity sales for irrigation of farm crops; to repeal conflicting laws; and for other purposes. Senator Bulloch of the 11th asked unanimous consent that the Senate insist on its substitute to","THURSDAY, MARCH 24, 2005 Y Adelman Y Balfour Y Brown Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden E Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens E Johnson Y Jones Y Kemp Y Me V Bremen E Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D 2291 Y Smith E Starr Y Staton E Stephens E Stoner Y Tate Y Thomas,D Thomas,R Y Thompson,C E Thompson,S Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 36,HB 437 aims to amend Georgia's public disclosure laws by exempting certain personal information from being disclosed. The bill is sponsored by Representative Scott and has received favorable committee approval for passage.,potential hot button issue,"HB 437. By Representative Scott of the 153rd: A BILL to be entitled an Act to amend Code Section 50-18-72 of the Official Code of Georgia Annotated, relating to exceptions from the requirements of public disclosure, so as to exempt disclosure of certain personal information; to provide an effective date; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Whitehead, Sr. of the 24th. The report of the committee, which was favorable to the passage of the bill, was agreed to.","N Adelman Y Balfour N Brown Y Bulloch N Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas N Fort Y Goggans N Golden Y Grant Y Hamrick N Harbison Y Harp Y Heath N Henson Y Hill,Jack Y Hill,Judson N Hooks Y Hudgens E Johnson N Jones Y Kemp N Me V Bremen N Miles Y Moody Y Mullis Y Pearson Powell N Reed Y Rogers Y Schaefer Y Seabaugh N Seay Y Shafer,D"
Roll Call 37,HB 340 amends Georgia's public records law to exempt records containing personal information about donors or potential donors to public postsecondary educational institutions and their foundations from disclosure. The bill aims to protect donor privacy while clarifying related matters and establishing an effective date.,potential hot button issue,"HB 340. By Representatives Hembree of the 67th, Richardson of the 19th, Smith of the 113th, Smith of the 129th, Royal of the 171st and others: A BILL to be entitled an Act to amend Code Section 50-18-72 of the Official Code of Georgia Annotated, relating to when public disclosure of records is not required, so as to provide that records maintained by public postsecondary educational institutions in this state and associated foundations of such institutions that contain personal information concerning donors or potential donors to such institutions or foundations shall not be subject to disclosure; to provide for related matters; to provide an effective date; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Harp of the 29th. The Senate Higher Education Committee offered the following substitute to","N Adelman Y Balfour N Brown Y Bulloch N Butler N Cagle Y Carter Y Hill,Jack Y Hill,Judson N Hooks Y Hudgens E Johnson N Jones Y Kemp Y Smith E Starr Y Staton Y Stephens N Stoner N Tate Y Thomas,D THURSDAY, MARCH 24, 2005 N Me V Bremen N Miles Y Moody Y Mullis Y Pearson Y Powell N Reed Y Rogers Y Schaefer Y Seabaugh N Seay N Shafer,D Y Chance N Chapman Y Douglas N Fort Y Goggans N Golden Y Grant N Hamrick Y Harbison Y Harp N Heath N Henson 2295 Thomas,R N Thompson,C E Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams N Zamarripa"
Roll Call 40,"HB 27 proposes to repeal Article 14 of Chapter 2 of Title 20 in the Official Code of Georgia Annotated, which pertains to education grants. The bill aims to eliminate conflicting laws and includes provisions for additional related purposes.",potential hot button issue,"HB 27. By Representatives Brooks of the 63rd, Coan of the 101st, Keen of the 179th, Richardson of the 19th, Porter of the 143rd and others: A BILL to be entitled an Act to amend Chapter 2 of Title 20 of the Official Code of Georgia Annotated, relating to elementary and secondary education, so as to repeal Article 14, relating to education grants; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Moody of the 56th. 210 2310 The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens E Johnson Y Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton E Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C E Thompson,S E Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 43,"HB 341 aims to amend Georgia's sales and use tax law to provide exemptions for certain airline industry transactions, including a partial exemption for jet fuel sold to qualifying airlines under specific conditions. It also seeks to exempt sales of food and beverages consumed by airline passengers and crew from taxation in certain situations.",potential hot button issue,"HB 341. By Representatives Burkhalter of the 50th, Keen of the 179th and Harbin of the 118th: A BILL to be entitled an Act to amend Code Section 48-8-3 of the Official Code of Georgia Annotated, relating to exemptions from sales and use taxation, so as to provide for the tax treatment of certain airline industry transactions; to provide for a partial exemption under certain circumstances of jet fuel sold to certain qualifying airlines and provide for the manner of collection of tax with respect to nonexempt sales; to provide that jet fuel sold to certain qualifying airlines shall be exempt from certain local sales and use taxes under certain circumstances; to provide that certain sales of food and beverages for consumption by airline passengers and crew shall be exempt from taxation under certain circumstances; to provide for related matters; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Balfour of the 9th. The Senate Finance Committee offered the following substitute to","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas N Fort Y Goggans Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Johnson Y Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Smith E Starr Y Staton Y Stephens Y Stoner N Tate Y Thomas,D N Thomas,R Y Thompson,C Y Thompson,S E Tolleson Y Unterman 215 2320 E Golden Y Grant E Hamrick Y Harbison Y Harp Y Heath Y Henson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh N Seay Y Shafer,D E Walker Y Weber Y Whitehead Y Wiles Y Williams Zamarripa"
Roll Call 45,HB 374 amends a law in Georgia to allow counties and municipalities to extend the levy and collection of a tax specifically for the construction and expansion of bicycle or pedestrian pathways connecting downtown areas. The bill aims to promote tourism and trade shows while also improving transportation infrastructure through these greenways and trails.,potential hot button issue,"HB 374. By Representatives Geisinger of the 48th, Jones of the 46th, Martin of the 47th and Willard of the 49th: A BILL to be entitled an Act to amend Code Section 48-13-51 of the Official Code of Georgia Annotated, relating to county and municipal levies on public accommodations charges for promotion of tourism, conventions, and trade shows, so as to extend the time for the levy and collection of a tax for the purpose of construction and expansion of a system of bicycle or pedestrian greenways, trails, walkways, or any other combination thereof connecting a downtown historic or business district and surrounding areas under certain circumstances; to provide an effective date; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Schaefer of the 50th. The Senate Economic Development Committee offered the following substitute to","Y Adelman Y Balfour Y Brown Y Bulloch Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans E Golden Y Grant E Hamrick Harbison Y Harp Y Heath E Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson Y Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S E Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 47,"HB 538 aims to amend Georgia's income tax laws to offer certain benefits, including state income tax exclusions and automatic license extensions, to members of the national guard and reserve components of the U.S. armed services. The bill also includes provisions related to continuing education requirements and establishes various procedures and limitations for these benefits.",potential hot button issue,"HB 538. By Representatives O`Neal of the 146th, Fleming of the 117th, Smith of the 129th, Keen of the 179th and Rynders of the 152nd: A BILL to be entitled an Act to amend Chapter 7 of Title 48 of the Official Code of Georgia Annotated, relating to income taxes, so as to provide for certain benefits for members of the national guard or reserve components of the armed services of the United States; to provide for state income tax exclusion; to provide for procedures, conditions, and limitations; to provide for certain automatic license or registration extension; to provide for an exemption THURSDAY, MARCH 24, 2005 2331 regarding continuing education requirements; to provide for nonapplicability; to provide for related matters; to provide an effective date; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Cagle of the 49th. The consent was granted, and","Adelman Y Balfour N Brown Y Bulloch N Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Hill,Jack Y Hill,Judson E Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen N Miles Y Moody Y Smith E Starr Y Staton Y Stephens N Stoner Y Tate Y Thomas,D Y Thomas,R Thompson,C Y Thompson,S 221 2332 N Fort Y Goggans N Golden Y Grant E Hamrick Y Harbison Y Harp Y Heath E Henson Y Mullis Y Pearson N Powell N Reed Y Rogers Y Schaefer E Seabaugh N Seay Y Shafer,D Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams N Zamarripa"
